Account,total_pnl,win_rate,profit_factor
0x083384f897ee0f19899168e3b1bec365f52a9012,1238142.768956,0.5181043663471778,16.49615480409921
0xbaaaf6571ab7d571043ff1e313a9609a10637864,882790.353636,0.46680853579239817,25593.04066187167
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,463478.122344,0.3677581863979849,387.4218301971825
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,343414.90621000004,0.5690184049079755,9.82202116756463
0x513b8629fe877bb581bf244e326a047b249c4ff1,296044.39622,0.3668405247352616,3.117102442261588
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,274510.25114600005,0.4375,2.541950086278381
0x8170715b3b381dffb7062c0298972d4727a0a63b,164006.22599,0.29516806722689076,9.620499492940262
0x420ab45e0bd8863569a5efbb9c05d91f40624641,109109.360637,0.2389937106918239,inf
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,102710.067491,0.32398504273504275,9.170061578902855
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,86752.88908800001,0.3869299221357063,1.9044886852706315
